ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,SalesOrderNumber,SalesAmount
370,20120119,20120131,20120126,12935,1,SO46856,2443.35
371,20120119,20120131,20120126,13064,1,SO46857,2181.5625
370,20120119,20120131,20120126,13067,1,SO46858,2443.35
370,20120119,20120131,20120126,13205,1,SO46859,2443.35
371,20120119,20120131,20120126,21180,1,SO46860,2181.5625
377,20120119,20120131,20120126,21214,1,SO46861,2181.5625
362,20120120,20120201,20120127,11550,2,SO46862,2049.0982
362,20120120,20120201,20120127,11575,2,SO46863,2049.0982
373,20120120,20120201,20120127,16045,1,SO46864,2181.5625
375,20120120,20120201,20120127,15456,1,SO46865,2181.5625
369,20120120,20120201,20120127,12981,2,SO46866,2443.35
377,20120120,20120201,20120127,13029,1,SO46867,2181.5625
369,20120120,20120201,20120127,13189,2,SO46868,2443.35
379,20120121,20120202,20120128,13577,1,SO46869,2181.5625
368,20120121,20120202,20120128,13605,1,SO46870,2443.35
370,20120121,20120202,20120128,13800,1,SO46871,2443.35
385,20120121,20120202,20120128,19186,1,SO46872,1000.4375
377,20120121,20120202,20120128,21167,1,SO46873,2181.5625
381,20120121,20120202,20120128,24606,1,SO46874,1000.4375
362,20120122,20120203,20120129,11470,2,SO46875,2049.0982
375,20120122,20120203,20120129,15084,1,SO46876,2181.5625
370,20120122,20120203,20120129,12926,1,SO46877,2443.35
369,20120122,20120203,20120129,25061,2,SO46878,2443.35
379,20120122,20120203,20120129,13224,1,SO46879,2181.5625
335,20120122,20120203,20120129,15167,1,SO46880,782.99
354,20120122,20120203,20120129,12572,1,SO46881,2071.4196
343,20120122,20120203,20120129,25960,1,SO46882,782.99
352,20120122,20120203,20120129,26241,1,SO46883,2071.4196
368,20120123,20120204,20120130,13565,1,SO46884,2443.35
373,20120123,20120204,20120130,15933,1,SO46885,2181.5625
377,20120123,20120204,20120130,28669,1,SO46886,2181.5625
362,20120123,20120204,20120130,12340,2,SO46887,2049.0982
325,20120123,20120204,20120130,26021,1,SO46888,782.99
383,20120124,20120205,20120131,19173,1,SO46889,1000.4375
368,20120124,20120205,20120131,12921,1,SO46890,2443.35
325,20120124,20120205,20120131,20592,1,SO46891,782.99
370,20120124,20120205,20120131,13086,1,SO46892,2443.35
369,20120124,20120205,20120131,28659,2,SO46893,2443.35
356,20120124,20120205,20120131,26120,1,SO46894,2071.4196
354,20120124,20120205,20120131,26183,1,SO46895,2071.4196
333,20120124,20120205,20120131,15189,1,SO46896,782.99
368,20120124,20120205,20120131,21179,1,SO46897,2443.35
369,20120124,20120205,20120131,21205,2,SO46898,2443.35
381,20120125,20120206,20120201,13999,1,SO46899,1000.4375
375,20120125,20120206,20120201,21194,1,SO46900,2181.5625
375,20120125,20120206,20120201,21203,1,SO46901,2181.5625
375,20120125,20120206,20120201,21000,1,SO46902,2181.5625
354,20120125,20120206,20120201,12353,1,SO46903,2071.4196
387,20120126,20120207,20120202,17080,1,SO46904,1000.4375
375,20120126,20120207,20120202,16053,1,SO46905,2181.5625
368,20120126,20120207,20120202,12950,1,SO46906,2443.35
368,20120126,20120207,20120202,13087,1,SO46907,2443.35
370,20120126,20120207,20120202,21189,1,SO46908,2443.35
379,20120126,20120207,20120202,20998,1,SO46909,2181.5625
331,20120127,20120208,20120203,20710,1,SO46910,782.99
377,20120127,20120208,20120203,24832,1,SO46911,2181.5625
377,20120127,20120208,20120203,13177,1,SO46912,2181.5625
375,20120127,20120208,20120203,13212,1,SO46913,2181.5625
356,20120127,20120208,20120203,26245,1,SO46914,2071.4196
362,20120127,20120208,20120203,26276,2,SO46915,2049.0982
329,20120127,20120208,20120203,15196,1,SO46916,782.99
371,20120127,20120208,20120203,21202,1,SO46917,2181.5625
343,20120127,20120208,20120203,26022,1,SO46918,782.99
362,20120127,20120208,20120203,11481,2,SO46919,2049.0982
362,20120128,20120209,20120204,11609,2,SO46920,2049.0982
371,20120128,20120209,20120204,15454,1,SO46921,2181.5625
368,20120128,20120209,20120204,13088,1,SO46922,2443.35
369,20120128,20120209,20120204,13176,2,SO46923,2443.35
375,20120128,20120209,20120204,13203,1,SO46924,2181.5625
373,20120128,20120209,20120204,21165,1,SO46925,2181.5625
377,20120128,20120209,20120204,21169,1,SO46926,2181.5625
362,20120128,20120209,20120204,12348,2,SO46927,2049.0982
356,20120128,20120209,20120204,12358,1,SO46928,2071.4196
370,20120129,20120210,20120205,13246,1,SO47068,2443.35
383,20120129,20120210,20120205,14017,1,SO47069,1000.4375
387,20120129,20120210,20120205,14025,1,SO47070,1000.4375
369,20120129,20120210,20120205,15667,2,SO47071,2443.35
341,20120129,20120210,20120205,20062,1,SO47072,782.99
369,20120129,20120210,20120205,25287,2,SO47073,2443.35
362,20120129,20120210,20120205,26293,2,SO47074,2049.0982
360,20120129,20120210,20120205,12685,1,SO47075,2049.0982
362,20120129,20120210,20120205,12588,2,SO47076,2049.0982
369,20120130,20120211,20120206,16329,2,SO47077,2443.35
375,20120130,20120211,20120206,13248,1,SO47078,2181.5625
375,20120130,20120211,20120206,13359,1,SO47079,2181.5625
360,20120130,20120211,20120206,26302,1,SO47080,2049.0982
341,20120130,20120211,20120206,15203,1,SO47081,782.99
323,20120130,20120211,20120206,15254,1,SO47082,782.99
329,20120130,20120211,20120206,15288,1,SO47083,782.99
370,20120130,20120211,20120206,21561,1,SO47084,2443.35
379,20120131,20120212,20120207,16311,1,SO47085,2181.5625
373,20120131,20120212,20120207,13378,1,SO47086,2181.5625
377,20120131,20120212,20120207,13383,1,SO47087,2181.5625
369,20120131,20120212,20120207,13274,2,SO47088,2443.35
341,20120131,20120212,20120207,15284,1,SO47089,782.99
377,20120131,20120212,20120207,21394,1,SO47090,2181.5625
354,20120201,20120213,20120208,28532,1,SO47091,2071.4196
369,20120201,20120213,20120208,28802,2,SO47092,2443.35
369,20120201,20120213,20120208,13380,2,SO47093,2443.35
377,20120201,20120213,20120208,15664,1,SO47094,2181.5625
370,20120201,20120213,20120208,25095,1,SO47095,2443.35
354,20120201,20120213,20120208,26283,1,SO47096,2071.4196
370,20120201,20120213,20120208,21257,1,SO47097,2443.35
360,20120201,20120213,20120208,12667,1,SO47098,2049.0982
325,20120201,20120213,20120208,26134,1,SO47099,782.99
360,20120202,20120214,20120209,11612,1,SO47100,2049.0982
371,20120202,20120214,20120209,16260,1,SO47101,2181.5625
370,20120202,20120214,20120209,13424,1,SO47102,2443.35
368,20120202,20120214,20120209,13369,1,SO47103,2443.35
379,20120202,20120214,20120209,13279,1,SO47104,2181.5625
371,20120202,20120214,20120209,13319,1,SO47105,2181.5625
369,20120202,20120214,20120209,25361,2,SO47106,2443.35
352,20120203,20120215,20120210,11616,1,SO47107,2071.4196
369,20120203,20120215,20120210,13839,2,SO47108,2443.35
375,20120203,20120215,20120210,28819,1,SO47109,2181.5625
370,20120203,20120215,20120210,28850,1,SO47110,2443.35
369,20120203,20120215,20120210,25100,2,SO47111,2443.35
356,20120203,20120215,20120210,20318,1,SO47112,2071.4196
343,20120203,20120215,20120210,15255,1,SO47113,782.99
373,20120203,20120215,20120210,21387,1,SO47114,2181.5625
370,20120203,20120215,20120210,21393,1,SO47115,2443.35
387,20120203,20120215,20120210,24611,1,SO47116,1000.4375
354,20120203,20120215,20120210,12586,1,SO47117,2071.4196
362,20120203,20120215,20120210,28541,2,SO47118,2049.0982
368,20120204,20120216,20120211,16275,1,SO47119,2443.35
381,20120204,20120216,20120211,14006,1,SO47120,1000.4375
375,20120204,20120216,20120211,28832,1,SO47121,2181.5625
371,20120204,20120216,20120211,13362,1,SO47122,2181.5625
371,20120204,20120216,20120211,25408,1,SO47123,2181.5625
371,20120204,20120216,20120211,13384,1,SO47124,2181.5625
375,20120204,20120216,20120211,13325,1,SO47125,2181.5625
371,20120204,20120216,20120211,13326,1,SO47126,2181.5625
371,20120204,20120216,20120211,21258,1,SO47127,2181.5625
368,20120204,20120216,20120211,21556,1,SO47128,2443.35
352,20120204,20120216,20120211,12677,1,SO47129,2071.4196
375,20120205,20120217,20120212,16406,1,SO47130,2181.5625
371,20120205,20120217,20120212,13243,1,SO47131,2181.5625
375,20120205,20120217,20120212,13283,1,SO47132,2181.5625
379,20120205,20120217,20120212,13357,1,SO47133,2181.5625
354,20120205,20120217,20120212,26296,1,SO47134,2071.4196
343,20120205,20120217,20120212,27027,1,SO47135,782.99
379,20120205,20120217,20120212,21389,1,SO47136,2181.5625
371,20120205,20120217,20120212,13348,1,SO47137,2181.5625
379,20120206,20120218,20120213,16308,1,SO47138,2181.5625
375,20120206,20120218,20120213,13238,1,SO47139,2181.5625
356,20120206,20120218,20120213,26290,1,SO47140,2071.4196
371,20120206,20120218,20120213,21225,1,SO47141,2181.5625
369,20120206,20120218,20120213,21230,2,SO47142,2443.35
362,20120206,20120218,20120213,12684,2,SO47143,2049.0982
343,20120206,20120218,20120213,26033,1,SO47144,782.99
339,20120206,20120218,20120213,26131,1,SO47145,782.99
389,20120207,20120219,20120214,18133,1,SO47146,1000.4375
375,20120207,20120219,20120214,13324,1,SO47147,2181.5625
377,20120207,20120219,20120214,21259,1,SO47148,2181.5625
360,20120207,20120219,20120214,12669,1,SO47149,2049.0982
370,20120208,20120220,20120215,15625,1,SO47150,2443.35
370,20120208,20120220,20120215,25363,1,SO47151,2443.35
360,20120208,20120220,20120215,28547,1,SO47152,2049.0982
321,20120208,20120220,20120215,26024,1,SO47153,782.99
335,20120208,20120220,20120215,26133,1,SO47154,782.99
370,20120209,20120221,20120216,13801,1,SO47155,2443.35
373,20120209,20120221,20120216,28837,1,SO47156,2181.5625
369,20120209,20120221,20120216,25864,2,SO47157,2443.35
360,20120209,20120221,20120216,26280,1,SO47158,2049.0982
362,20120209,20120221,20120216,26300,2,SO47159,2049.0982
369,20120209,20120221,20120216,21403,2,SO47160,2443.35
375,20120209,20120221,20120216,21408,1,SO47161,2181.5625
371,20120209,20120221,20120216,21418,1,SO47162,2181.5625
362,20120209,20120221,20120216,12671,2,SO47163,2049.0982
360,20120210,20120222,20120217,12123,1,SO47164,2049.0982
370,20120210,20120222,20120217,15649,1,SO47165,2443.35
368,20120210,20120222,20120217,15656,1,SO47166,2443.35
375,20120210,20120222,20120217,13419,1,SO47167,2181.5625
377,20120210,20120222,20120217,13286,1,SO47168,2181.5625
352,20120210,20120222,20120217,26281,1,SO47169,2071.4196
377,20120210,20120222,20120217,21228,1,SO47170,2181.5625
373,20120210,20120222,20120217,21552,1,SO47171,2181.5625
352,20120210,20120222,20120217,12668,1,SO47172,2071.4196
356,20120210,20120222,20120217,12675,1,SO47173,2071.4196
354,20120210,20120222,20120217,12584,1,SO47174,2071.4196
368,20120210,20120222,20120217,13812,1,SO47175,2443.35
358,20120211,20120223,20120218,11492,1,SO47176,2049.0982
381,20120211,20120223,20120218,14022,1,SO47177,1000.4375
383,20120211,20120223,20120218,14026,1,SO47178,1000.4375
377,20120211,20120223,20120218,28848,1,SO47179,2181.5625
370,20120211,20120223,20120218,13287,1,SO47180,2443.35
368,20120211,20120223,20120218,13329,1,SO47181,2443.35
354,20120211,20120223,20120218,26298,1,SO47182,2071.4196
335,20120211,20120223,20120218,15200,1,SO47183,782.99
379,20120211,20120223,20120218,21380,1,SO47184,2181.5625
356,20120211,20120223,20120218,12133,1,SO47185,2071.4196
371,20120212,20120224,20120219,13806,1,SO47186,2181.5625
385,20120212,20120224,20120219,18134,1,SO47187,1000.4375
389,20120212,20120224,20120219,19253,1,SO47188,1000.4375
373,20120212,20120224,20120219,28818,1,SO47189,2181.5625
369,20120212,20120224,20120219,25892,2,SO47190,2443.35
379,20120212,20120224,20120219,13382,1,SO47191,2181.5625
371,20120212,20120224,20120219,16328,1,SO47192,2181.5625
329,20120212,20120224,20120219,20162,1,SO47193,782.99
377,20120212,20120224,20120219,13269,1,SO47194,2181.5625
371,20120212,20120224,20120219,13355,1,SO47195,2181.5625
362,20120212,20120224,20120219,26286,2,SO47196,2049.0982
377,20120212,20120224,20120219,21218,1,SO47197,2181.5625
370,20120213,20120225,20120220,14169,1,SO47198,2443.35
323,20120213,20120225,20120220,20051,1,SO47199,782.99
373,20120213,20120225,20120220,13247,1,SO47200,2181.5625
356,20120213,20120225,20120220,26277,1,SO47201,2071.4196
356,20120213,20120225,20120220,26285,1,SO47202,2071.4196
370,20120214,20120226,20120221,25883,1,SO47203,2443.35
377,20120214,20120226,20120221,25371,1,SO47204,2181.5625
352,20120214,20120226,20120221,26301,1,SO47205,2071.4196
333,20120214,20120226,20120221,15256,1,SO47206,782.99
337,20120214,20120226,20120221,27043,1,SO47207,782.99
369,20120214,20120226,20120221,21359,2,SO47208,2443.35
370,20120214,20120226,20120221,21379,1,SO47209,2443.35
389,20120214,20120226,20120221,24609,1,SO47210,1000.4375
362,20120214,20120226,20120221,12578,2,SO47211,2049.0982
360,20120214,20120226,20120221,12580,1,SO47212,2049.0982
377,20120215,20120227,20120222,16287,1,SO47213,2181.5625
389,20120215,20120227,20120222,19195,1,SO47214,1000.4375
368,20120215,20120227,20120222,28836,1,SO47215,2443.35
360,20120215,20120227,20120222,26299,1,SO47216,2049.0982
375,20120215,20120227,20120222,21222,1,SO47217,2181.5625
369,20120215,20120227,20120222,21361,2,SO47218,2443.35
362,20120215,20120227,20120222,12577,2,SO47219,2049.0982
358,20120215,20120227,20120222,12579,1,SO47220,2049.0982
370,20120216,20120228,20120223,13823,1,SO47221,2443.35
381,20120216,20120228,20120223,26316,1,SO47222,1000.4375
370,20120216,20120228,20120223,25875,1,SO47223,2443.35
369,20120216,20120228,20120223,15659,2,SO47224,2443.35
375,20120216,20120228,20120223,13277,1,SO47225,2181.5625
368,20120216,20120228,20120223,13314,1,SO47226,2443.35
375,20120216,20120228,20120223,25288,1,SO47227,2181.5625
375,20120216,20120228,20120223,13237,1,SO47228,2181.5625
358,20120216,20120228,20120223,26295,1,SO47229,2049.0982
371,20120216,20120228,20120223,21256,1,SO47230,2181.5625
362,20120216,20120228,20120223,11564,2,SO47231,2049.0982
373,20120217,20120229,20120224,15627,1,SO47232,2181.5625
379,20120217,20120229,20120224,16250,1,SO47233,2181.5625
389,20120217,20120229,20120224,19260,1,SO47234,1000.4375
375,20120217,20120229,20120224,16317,1,SO47235,2181.5625
385,20120217,20120229,20120224,14023,1,SO47236,1000.4375
368,20120217,20120229,20120224,28834,1,SO47237,2443.35
370,20120217,20120229,20120224,16405,1,SO47238,2443.35
371,20120217,20120229,20120224,21384,1,SO47239,2181.5625
381,20120217,20120229,20120224,24612,1,SO47240,1000.4375
368,20120217,20120229,20120224,21559,1,SO47241,2443.35
362,20120217,20120229,20120224,28540,2,SO47242,2049.0982
339,20120217,20120229,20120224,20712,1,SO47243,782.99
385,20120218,20120301,20120225,19193,1,SO47244,1000.4375
375,20120218,20120301,20120225,16420,1,SO47245,2181.5625
343,20120218,20120301,20120225,20713,1,SO47246,782.99
371,20120218,20120301,20120225,13292,1,SO47247,2181.5625
375,20120218,20120301,20120225,13340,1,SO47248,2181.5625
377,20120218,20120301,20120225,13346,1,SO47249,2181.5625
379,20120218,20120301,20120225,21217,1,SO47250,2181.5625
377,20120218,20120301,20120225,21226,1,SO47251,2181.5625
352,20120218,20120301,20120225,12676,1,SO47252,2071.4196
356,20120218,20120301,20120225,12683,1,SO47253,2071.4196
333,20120219,20120302,20120226,15276,1,SO47254,782.99
358,20120219,20120302,20120226,11561,1,SO47255,2049.0982
373,20120219,20120302,20120226,16417,1,SO47256,2181.5625
368,20120219,20120302,20120226,14141,1,SO47257,2443.35
377,20120219,20120302,20120226,13298,1,SO47258,2181.5625
375,20120219,20120302,20120226,13351,1,SO47259,2181.5625
375,20120219,20120302,20120226,13233,1,SO47260,2181.5625
362,20120219,20120302,20120226,26305,2,SO47261,2049.0982
379,20120219,20120302,20120226,21560,1,SO47262,2181.5625
358,20120219,20120302,20120226,12589,1,SO47263,2049.0982
368,20120220,20120303,20120227,16410,1,SO47264,2443.35
375,20120220,20120303,20120227,13250,1,SO47265,2181.5625
377,20120220,20120303,20120227,21555,1,SO47266,2181.5625
352,20120220,20120303,20120227,12674,1,SO47267,2071.4196
375,20120220,20120303,20120227,21402,1,SO47268,2181.5625
362,20120221,20120304,20120228,28512,2,SO47269,2049.0982
360,20120221,20120304,20120228,28519,1,SO47270,2049.0982
381,20120221,20120304,20120228,18140,1,SO47271,1000.4375
371,20120221,20120304,20120228,29013,1,SO47272,2181.5625
368,20120221,20120304,20120228,13420,1,SO47273,2443.35
370,20120221,20120304,20120228,16407,1,SO47274,2443.35
339,20120221,20120304,20120228,19076,1,SO47275,782.99
343,20120221,20120304,20120228,15289,1,SO47276,782.99
371,20120221,20120304,20120228,21219,1,SO47277,2181.5625
379,20120221,20120304,20120228,21404,1,SO47278,2181.5625
362,20120221,20120304,20120228,12680,2,SO47279,2049.0982
352,20120222,20120305,20120229,11615,1,SO47280,2071.4196
389,20120222,20120305,20120229,17099,1,SO47281,1000.4375
381,20120222,20120305,20120229,19258,1,SO47282,1000.4375
373,20120222,20120305,20120229,15655,1,SO47283,2181.5625
368,20120222,20120305,20120229,13402,1,SO47284,2443.35
373,20120222,20120305,20120229,29135,1,SO47285,2181.5625
329,20120222,20120305,20120229,19944,1,SO47286,782.99
375,20120222,20120305,20120229,13280,1,SO47287,2181.5625
373,20120222,20120305,20120229,13353,1,SO47288,2181.5625
360,20120222,20120305,20120229,26297,1,SO47289,2049.0982
368,20120222,20120305,20120229,21558,1,SO47290,2443.35
371,20120223,20120306,20120301,16318,1,SO47291,2181.5625
379,20120223,20120306,20120301,13811,1,SO47292,2181.5625
385,20120223,20120306,20120301,19192,1,SO47293,1000.4375
383,20120223,20120306,20120301,18139,1,SO47294,1000.4375
387,20120223,20120306,20120301,14005,1,SO47295,1000.4375
385,20120223,20120306,20120301,14024,1,SO47296,1000.4375
377,20120223,20120306,20120301,13385,1,SO47297,2181.5625
371,20120223,20120306,20120301,13403,1,SO47298,2181.5625
369,20120223,20120306,20120301,13425,2,SO47299,2443.35
337,20120223,20120306,20120301,20717,1,SO47300,782.99
358,20120223,20120306,20120301,26292,1,SO47301,2049.0982
360,20120223,20120306,20120301,12670,1,SO47302,2049.0982
323,20120223,20120306,20120301,26029,1,SO47303,782.99
379,20120224,20120307,20120302,16272,1,SO47304,2181.5625
369,20120224,20120307,20120302,25393,2,SO47305,2443.35
369,20120224,20120307,20120302,28798,2,SO47306,2443.35
335,20120224,20120307,20120302,20711,1,SO47307,782.99
